event_url,subtype,product_url,price_gbp,availability,date_start,date_end,event_location,map_method,confidence
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-late-summer,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,,InStock,2026-09-18T08:30:00+00:00,2026-09-20T12:30:00+00:00,Lake District,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/lake-district-photography-workshop-late-summer,workshop,https://www.alanranger.com/photo-workshops-uk/lake-district-photography-workshop,,http://schema.org/InStock,2026-09-18T08:30:00+00:00,2026-09-20T12:30:00+00:00,Lake District,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire,workshop,north-yorkshire-landscape-photography,,,2026-03-26T14:00:00+00:00,2026-03-29T13:00:00+00:00,North Yorkshire Moors and Coast,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire-coast,workshop,https://www.alanranger.com/photo-workshops-uk/north-yorkshire-landscape-photography,,InStock,2025-05-15T13:00:00+00:00,2025-05-18T13:00:00+00:00,North Yorkshire Moors and Coast,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/landscape-photography-workshops-yorkshire-coast,workshop,https://www.alanranger.com/photo-workshops-uk/north-yorkshire-landscape-photography,,http://schema.org/InStock,2025-05-15T13:00:00+00:00,2025-05-18T13:00:00+00:00,North Yorkshire Moors and Coast,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-burnham-on-sea,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-workshops-burnham,,InStock,2026-05-02T17:30:00+00:00,2026-05-02T20:00:00+00:00,Somerset,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/long-exposure-photography-burnham-on-sea,workshop,https://www.alanranger.com/photo-workshops-uk/long-exposure-photography-workshops-burnham,,http://schema.org/InStock,2026-05-02T17:30:00+00:00,2026-05-02T20:00:00+00:00,Somerset,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/nant-mill-woodlands,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshops-nant-mill,,InStock,2025-06-07T09:00:00+00:00,2025-06-07T13:00:00+00:00,Wales,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/nant-mill-woodlands,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshops-nant-mill,,http://schema.org/InStock,2025-06-07T09:00:00+00:00,2025-06-07T13:00:00+00:00,Wales,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/norfolk-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshop-norfolk,,InStock,2026-02-13T09:30:00+00:00,2026-02-15T14:00:00+00:00,Norfolk,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/norfolk-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-photography-workshop-norfolk,,http://schema.org/InStock,2026-02-13T09:30:00+00:00,2026-02-15T14:00:00+00:00,Norfolk,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,InStock,2026-08-16T04:45:00+00:00,2026-08-16T07:45:00+00:00,Staffordshire - Upper Hulme,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunrise,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,http://schema.org/InStock,2026-08-16T04:45:00+00:00,2026-08-16T07:45:00+00:00,Staffordshire - Upper Hulme,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,InStock,2026-08-15T17:15:00+00:00,2026-08-15T20:15:00+00:00,Peak District,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-heathers-sunset,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,http://schema.org/InStock,2026-08-15T17:15:00+00:00,2026-08-15T20:15:00+00:00,Peak District,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-sunrise-heathers,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,InStock,2024-08-24T04:15:00+00:00,2024-08-24T08:30:00+00:00,Staffordshire - Upper Hulme,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/peak-district-photography-workshops-sunrise-heathers,workshop,https://www.alanranger.com/photo-workshops-uk/landscape-peak-district-photography-workshops-derbyshire,,http://schema.org/InStock,2024-08-24T04:15:00+00:00,2024-08-24T08:30:00+00:00,Staffordshire - Upper Hulme,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/poppy-fields-photography-workshop-sunrise,workshop,poppy-fields-photography-workshops,,,2024-06-09T04:00:00+00:00,2024-06-09T06:30:00+00:00,Worcestershire,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/poppy-fields-photography-workshop-sunset,workshop,poppy-fields-photography-workshops,,,2024-06-08T18:15:00+00:00,2024-06-08T20:45:00+00:00,Worcestershire,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/somerset-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/somerset-landscape-photography-workshops,,InStock,2025-05-09T13:00:00+00:00,2025-05-11T13:00:00+00:00,Somerset,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/somerset-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/somerset-landscape-photography-workshops,,http://schema.org/InStock,2025-05-09T13:00:00+00:00,2025-05-11T13:00:00+00:00,Somerset,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-leamington-oakley-wood,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,,InStock,2025-03-21T09:30:00+00:00,2025-03-21T11:30:00+00:00,Leamington Spa,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/woodland-photography-walk-leamington-oakley-wood,workshop,https://www.alanranger.com/photo-workshops-uk/woodland-photography-walk-warwickshire,,http://schema.org/InStock,2025-03-21T09:30:00+00:00,2025-03-21T11:30:00+00:00,Leamington Spa,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/yorkshire-dales-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/yorkshire-dales-photography-workshops,,InStock,2026-04-10T09:00:00+00:00,2026-04-12T13:00:00+00:00,Yorkshire Dales,auto,0.9
https://www.alanranger.com/photographic-workshops-near-me/yorkshire-dales-photography-workshop,workshop,https://www.alanranger.com/photo-workshops-uk/yorkshire-dales-photography-workshops,,http://schema.org/InStock,2026-04-10T09:00:00+00:00,2026-04-12T13:00:00+00:00,Yorkshire Dales,auto,0.9
